reviewer_name,review_text,movie_name
Filipe Freitas,"While Godzilla's new roar is a result of a simple amplification of the original, the overall experience feels fresh and new.",Godzilla Minus One
Jack Murphy,"It's truly astonishing to see what has been achieved here on simply a surface level...But what really sets Minus One apart from its American predecessors is the amount of focus it places on its human characters, as opposed to being solely monster focused.",Godzilla Minus One
Patrick McDonald,"Late to this party, but really admire the thought & karmic energy in the film, both with Godzilla Easter Eggs & the allegory of Japan's sad legacy in World War 2. Goes much deeper into the Godzilla mythos than ever before, while remaining true. Go-Go G!",Godzilla Minus One
Mel Valentin,"Yamazaki uses every cinematic tool available to deliver a harrowingly intense, spectacle-rich experience on par with its bigger-budgeted American counterparts.",Godzilla Minus One
Lyra Hale,[...] the ending that we got in Godzilla: Minus One was an amazing one that showed the power of the human spirit and how the choices we make have consequences that last.,Godzilla Minus One
Dana Stevens,It’s the rare kaiju movie that cares this deeply about the inner lives and motivations of the people scurrying out of the way of the monster’s ginormous thudding feet.,Godzilla Minus One
Louisa Moore,"With mediocre CGI, forced acting, and sluggish pacing, almost everything about this monster movie is painfully dull.",Godzilla Minus One
Walter Chaw,"Takashi Yamazaki's awe-inspiring Godzilla Minus One is the year's grandest spectacle bar none, mixed with Japan's sober reckoning with the horrors of war and the pieces of that atrocity they collectively own.",Godzilla Minus One
Erick Estrada,"An exciting, attractive drama wrapped inside an action movie with stories that make us see the feelings and regrets of post-war Japan...
[Full review in Spanish]",Godzilla Minus One
James Greenberg,"It’s a cautionary tale and social commentary on nuclear weapons and other natural disasters threatening the future of the world. At the same time, this iteration of Godzilla is a masterful popcorn movie with heart.",Godzilla Minus One
JD Duran,GODZILLA MINUS ONE quintessentially demonstrates how modern blockbusters can be a giant epic with mesmerizing characters and themes.,Godzilla Minus One
Brian Eggert,"Gran Torino is a nuanced picture with incredible heart, humor, and melodramatic themes of acceptance and long-overdue redemption.",Gran Torino
Nicholas Oon,"Its characters find peace through acts of openness, understanding and sacrifice, and it is these arcs that allow the audience to feel a sense of cathartic peace ourselves.",Gran Torino
Mike Massie,"The originality of the film is minute, while the story offers few surprises.",Gran Torino
Jason Best,"The film is clunky in places... but it is also warm, funny and moving, and genuinely thought-provoking about no end of hot-button contemporary issues, from race and class, to ageing and masculinity.",Gran Torino
Richard Propes,"A rewarding, entertaining film.",Gran Torino
Nikki Baughan,"As a film, Gran Torino is powerful, moving and entertaining; as a tribute to a living legend, it's deeply, indelibly affecting.",Gran Torino
David Harris,It takes the showdown trope so prevalent in his treasured Westerns and turns it on its head.,Gran Torino
Mattie Lucas,An elegy for a country looking for atonement after losing its way in macho xenophobia.,Gran Torino
Micheal Compton,"It is rumored this could be the 78-year-old's final film performance. If that is the case, Eastwood goes out on top - creating one of his most memorable characters in his rather impressive acting resume.",Gran Torino
Megan Basham,[The] twist... elevates Gran Torino far above the typical vengeance-wreaking flick.,Gran Torino
Deborah Ross,"It is a flawed movie, vastly overwritten, with characters pointing things out that we've long worked out for ourselves. Still, the self-referentiality of Eastwood's performance ensures that Gran Torino isn't just absorbing, but also moving.",Gran Torino
Daniel Kasman,"...""Gran Torino"" contains within its strangely tight wanderings the utter, dexterous precision of drama-comedy and tragedy-given not to intellect and consideration, but to profound conviction and feeling.",Gran Torino
Candice Frederick,"Seeing Eastwood ward off young gangsters was odd... well, but he pulled it off enough.",Gran Torino
Dorothy Woodend,"Aside from the somewhat dubious pleasure of Eastwood's tuneful noodlings, Gran Torino is not a very good film.",Gran Torino
Simon Miraudo,[Its] problems cannot be ignored.,Gran Torino
Will Leitch,"This is another Eastwood's deconstruction of his career, and it doesn't give anything else in the movie any room to breathe.",Gran Torino
Ben Kenigsberg,,Gran Torino
Joshua Rothkopf,,Gran Torino
Neil Pond,"Covers a lot of ground as it rolls: religion, the toll of war, mortality, what it means to be a man.",Gran Torino
Kelly Vance,"Twenty minutes in, we know Walt is eventually going to give the car to the kid. The only question is how.",Gran Torino
Jordan Brooks,"An astonishing achievement of handcrafted animation, Miyazaki’s third Ghibli film solidified the studio’s presence, and has become an enduring symbol of its excellence.",My Neighbor Totoro
Adam Nayman,There’s still nothing quite like Hayao Miyazaki’s My Neighbor Totoro...,My Neighbor Totoro
Eve Tushnet,"The creepy or eerie whimsy of the troll’s world is wonderful, but unlike in Spirited Away, the stakes feel really low–it felt like the movie kept making choices to reassure the imagined child-audience that the world is soft, not scary.",My Neighbor Totoro
Brian Eggert,"Miyazaki's film is about imagination and family in their purest, most innocent forms.",My Neighbor Totoro
Matt Brunson,"Miyazaki makes movies the way other people hallucinate during fever dreams. No sight is too outlandish, no concept too radical, no idea too extreme.",My Neighbor Totoro
Rachel Wagner,An emotionally true animated film full of whimsy and delight,My Neighbor Totoro
Ard Vijn,"On paper it may sound saccharine and lethally sentimental, but My Neighbour Totoro is nothing but wonderful and honest.",My Neighbor Totoro
Panos Kotzathanasis,"Miyazaki creates a universe where childhood and its perspective of the world is the rule, with the Japanese master highlighting, once more, his knowledge of children's psyche",My Neighbor Totoro
Sergio Benítez,"A magic that, from the beginning of the action to the end, with Totoro or without him, delivers sublime 86 minutes of footage whose charm is impossible to resist. [Full Review in Spanish]",My Neighbor Totoro
Stephanie Cooke,"The theme of innocent love is so prevalent and it feels good to watch unconditional displays of it, even within an animated fictional film.",My Neighbor Totoro
James Berardinelli,"Even the most amazing of the great Pixar films could be tagged with the label of ""antiseptic."" No one would use that for Totoro, which, especially if seen under optimum conditions, astounds with its vibrancy.",My Neighbor Totoro
Austin Trunick,"As simply as we can put it, My Neighbor Totoro is a masterpiece of children's animation. There's no one we wouldn't recommend it to.",My Neighbor Totoro
Larushka Ivan-Zadeh,"A beautifully observed study of childhood that's unmissable, whatever your age.",My Neighbor Totoro
Dorothy Woodend,"It is as much a portrait of a time and place as it is the story of two sisters. Mei and Satsuki, like real kids, are sometimes infuriating, stubborn, and then in the next moment lovable.",My Neighbor Totoro
David Nusair,A typically erratic effort from Hayao Miyazaki...,My Neighbor Totoro
Charles Solomon,"Despite these limits, My Neighbor Totoro is a gentle and affirming film.",My Neighbor Totoro
John Hartl,Miyazaki's appreciation of miraculous possibilities and childhood visions is what drives Totoro.,My Neighbor Totoro
Ted Shen,Sheer enchantment.,My Neighbor Totoro
Richard Luck,One of the finest family films ever made.,My Neighbor Totoro
Josh Larsen,"...a clarion call for the legitimacy of imagination - not only in stories, but in the real world.",My Neighbor Totoro
Mark Johnson,"An authentically earnest film about desperate and failed characters looking for humanity and salvation from each other, both inside and out of the ring.",Million Dollar Baby
David Walsh,"The characters Eastwood plays are not answerable to anyone, except themselves. As long as they pull a long face, furrow their brows and look pained after the fact, they are permitted to commit any number of crimes.",Million Dollar Baby
Alix Turner,"Million Dollar Baby boasts wonderful acting and character writing, but a frustrating treatment of themes within a plot adapted from two short stories.",Million Dollar Baby
Mike Massie,"As the film draws to its powerhouse close, gentle piano music by Eastwood himself gives this haunting tragedy an even higher level of poignancy.",Million Dollar Baby
Mattie Lucas,"Fakes you out, then knocks you flat with a right hook to the heart.",Million Dollar Baby
Kaleem Aftab,"Million Dollar Baby is aesthetically and emotionally a dark movie that ultimately falls short because every rough edge is softened by a cliché. Here, Eastwood throws a handful of sugar in for good measure, too.",Million Dollar Baby
Sky Staff,"Turning the conventions of the boxing movie inside out, this sees Eastwood - as actor and director - at the top of his game.",Million Dollar Baby
Brian Miller,"A one-man shop who even composed the muted score for his movie, Eastwood reminds us how films are best created, like Maggie's destiny in the ring, with one's own hands.",Million Dollar Baby
Michael Dwyer,"Eastwood seductively draws the viewer into the world of three lonely, bruised people, to the point where the viewer becomes wholly immersed in them and their fates.",Million Dollar Baby
Namrata Joshi,"The film does obliquely posit a new model of womanhood, one about risking the all-important beauty for a larger mission. But more than Maggie, the show actually belongs to the guilt-ridden Frankie...",Million Dollar Baby
Sr. Rose Pacatte,It's too bad it is nihilism dressed up as compassion.,Million Dollar Baby
Paula Arantzazu Ruiz,...[Clint] Eastwood teaches us his journey to achieve [respect] with modesty. [Full Review in Spanish],Million Dollar Baby
Bill O'Driscoll,"In Million Dollar Baby, Eastwood makes us believe both that [the] relationship is completely surprising and wholly a product of fate.",Million Dollar Baby
Barbara Vancheri,"[It's] about so much more than boxing. It's about redemption, risk-taking, the search for family and God, the pursuit of a dream, a soul-shattering moral dilemma and the father-daughter relationship that develops between Frankie and Maggie.",Million Dollar Baby
Bradley Steinbacher,"As sappy and Lifetime-y as all this sounds, Eastwood's skill with the performers keeps Million Dollar Baby afloat.",Million Dollar Baby
Jeff Simon,"What moves you so powerfully at the end is not just a shattering tale of two old guys and a female boxer but, in our new millennium, a 74-year-old man's ability to tell it so powerfully without (apparently) the melancholy business of movies laying a glove",Million Dollar Baby
Dorothy Woodend,"Its very conventionality is what makes it so compelling; we've seen this before, but it still gets us every time.",Million Dollar Baby
Sean Axmaker,"Always one of America's most undervalued directors, Clint Eastwood is proving himself the American cinema's national treasure in the third act of his career.",Million Dollar Baby
Peter Bradshaw,"A heartfelt, creditable picture.",Million Dollar Baby
Paul Byrnes,"I don't think it's his masterpiece, but it's a big, beautiful, sad film with unforgettable performances.",Million Dollar Baby
Sean Axmaker,"I like the work that director David Yates has done with the Harry Potter franchise. He doesn’t have a playful way with visuals or a gift for spectacle, but he understands the character and invests in their relationships and their evolution.",Harry Potter and the Deathly Hallows: Part 2
Brian Eggert,"The filmmakers have created something spectacular, not only with this final sequel but with the entire series.",Harry Potter and the Deathly Hallows: Part 2
Cory Woodroof,It's a satisfying conclusion to a great franchise.,Harry Potter and the Deathly Hallows: Part 2
David Nusair,Easily the best of the series...,Harry Potter and the Deathly Hallows: Part 2
Mike Massie,"The new locations are vast and mind-boggling, the sets beautifully decorated and detailed, and the creatures more impressively monstrous.",Harry Potter and the Deathly Hallows: Part 2
Richard Propes,"There are so many moments, big and small, that leave you breathless.",Harry Potter and the Deathly Hallows: Part 2
Kate Rodger,"An epic showdown in gorgeous 3D, packing an emotional punch, this cast and crew should take their final bow with pride before their devoted fans.",Harry Potter and the Deathly Hallows: Part 2
Leslie Combemale,"[The film] ends the series so beautifully, and shows such reverence for the books that inspired and affected them so deeply.",Harry Potter and the Deathly Hallows: Part 2
Guillem Martinez Oya,Good film directed for a teenage audience in which not only is magic taught but also how stereotypes affect it while the film itself recreates some British stereotypes. [Review in Spanish],Harry Potter and the Deathly Hallows: Part 2
Mattie Lucas,"Yates strikes a pitch-perfect balance between rousing action, pathos, tenderness and even humor.",Harry Potter and the Deathly Hallows: Part 2
Micheal Compton,"This final chapter of the beloved franchise is a satisfying end to the series, even if it falls short of the promise teased in its slightly superior predecessor.",Harry Potter and the Deathly Hallows: Part 2
Rachel Wagner,"It's true it is very different from the book... Nevertheless, I like this movie. I think it ends the series in a very satisfying way.",Harry Potter and the Deathly Hallows: Part 2
Amie Simon,"I was impressed with the incredible amount of edge-of-your-seat action, the brilliant ways in which they worked the 3D F/X in, and just the way the whole thing came together.",Harry Potter and the Deathly Hallows: Part 2
Abbie Bernstein,"To those who have loved this journey throughout, it seems a perfect last look at this magical world with a human heart.",Harry Potter and the Deathly Hallows: Part 2
Kelly Jane Torrance,"""Words are the most powerful magic,"" Dumbledore says in this film. But words must be spoken by people, and the incredible cast assembled here make magic one last time for what will surely be an appreciative audience.",Harry Potter and the Deathly Hallows: Part 2
Edward Frost,"David Yates finally gives us the Harry Potter film we have been waiting for; a beautifully shot, incredibly loyal final chapter that mixes heartfelt emotion, strong performances and miraculous action.",Harry Potter and the Deathly Hallows: Part 2
Annalee Newitz,"Like the very best fairy tales, Harry Potter offers us a burning vision of our own world, with goodness and evil helpfully labeled.",Harry Potter and the Deathly Hallows: Part 2
Rebecca Cusey,"The effects and acting are top notch, with a vast cast providing well-developed background characters.",Harry Potter and the Deathly Hallows: Part 2
Kiko Martinez,The danger is seething as both sides battle between extravagant set pieces and eye-catching special effects.,Harry Potter and the Deathly Hallows: Part 2
Sarah Marrs,"Deathly Hallows part 2 struck all the right notes of action, adventure, friendship, courage and love.",Harry Potter and the Deathly Hallows: Part 2
Rachel Wagner,I think it's a good way to kind of introduce kids to the idea that movies do not need a huge plot to be incredibly captivating.,Children of Heaven
CSM Staff,This modestly produced family drama has all the poignancy and humor associated with today's vibrant Iranian film industry.,Children of Heaven
Josh Larsen,...Majidi and his young actors invest it with such basic truth about the inner lives of children that the movie feels as big as the universe.,Children of Heaven
Brian Costello,Excellent subtitled Iranian coming-of-age story.,Children of Heaven
Owen Gleiberman,,Children of Heaven
Mark Halverson,,Children of Heaven
Sean Axmaker,"Majidi... captures the immediacy and essence of kids: proud, emotional, spirited, and disarmingly sincere.",Children of Heaven
Maria Garcia,A truly revolutionary film.,Children of Heaven
Emanuel Levy,,Children of Heaven
Michael Dequina,Proof that it doesn't take an elaborate story to make a terrific film.,Children of Heaven
Brian Gibson,Iranian social realism with runaway charm,Children of Heaven
James O'Ehley,,Children of Heaven
Unknown reviewer,,Children of Heaven
Laura Clifford,,Children of Heaven
Shannon J. Harvey,"One of the most gentle social commentaries you are ever likely to see, with heartwrenching performances from two young (non-actor) children. This will melt your heart.",Children of Heaven
Nick Davis,,Children of Heaven
John A. Nesbit,Children of Heaven serves as a heart warming meditation about real goodness in humanity,Children of Heaven
Unknown reviewer,,Children of Heaven
Frederic and Mary Ann Brussat,This bright jewel of a film is a cross-cultural masterpiece that touches the heart.,Children of Heaven
Harvey S. Karten,,Children of Heaven
Sean Axmaker,What’s most impressive about the film is the way it shows how slavery distorts humanity on all levels.,12 Years a Slave
Mark Johnson,"A searing and thought-provoking portrait of pre-Civil War American slavery... 12 Years a Slave is an absorbing and divinely crafted film, even if it is a brutal watch.",12 Years a Slave
Jennifer Bisset,"More than just a prestige, period film, it's a difficult but necessary viewing experience.",12 Years a Slave
Vadim Rizov,"Given 12 Years A Slave’s subject matter, it’s a welcome surprise that John Ridley’s script pushes McQueen to prove he can proficiently execute multiple tones.",12 Years a Slave
Keith Garlington,Piercing and heart-wrenching.,12 Years a Slave
Brian Eggert,"Unsettling and painful to behold, but from the lows of human civilization emerges a courageous and moving motion picture.",12 Years a Slave
Josh Parham,McQueen's vision is one that articulates the overwhelming bleakness of this chapter of history while also recognizing the fleeting moments of emotional serenity that could oddly descend.,12 Years a Slave
Justin Brown,"A lot of the slave movies we see turn around and become a white savior movie, which this one avoided. Every element of this film is done so well and always has a deeply emotional impact on me. It is really captivating.",12 Years a Slave
Brandon Collins,"Steve McQueen did a masterful job of finding the balance between some heavy content while making it look visually stunning. The score, performances and cinematography was phenomenal.",12 Years a Slave
Catherine Springer,"It is a story that demanded to be told, demanded to be heard and it is absolutely perfectly done and deserves to be seen.",12 Years a Slave
Jason Adams,Steve McQueen's film renders the unfathomable brutality of this period in our history tangible in a way that I've never seen captured on-screen before,12 Years a Slave
Joanne Laurier,"Any understanding of slavery as a historical phenomenon is absent, despite the occasional reference to slaves as property.",12 Years a Slave
Dustin Chang,Masterful filmmaking.,12 Years a Slave
Tyler Smith,"In 12 Years a Slave, Solomon Northup's story is tragic and infuriating, but only because slavery itself was tragic and infuriating. Beyond that, the story feels generic.",12 Years a Slave
Richard Crouse,"A harrowing, stark movie that is equal parts educational and devastating.",12 Years a Slave
Nijla Mu'min,"Director McQueen, drawing on the visual aesthetic of his previous works Shame and Hunger, never shies away from frames that capture the ways that beauty exists in the most painful situations.",12 Years a Slave
Mike Massie,"The subject matter lends itself to compelling stories, but the characters that suffer the worst injustices aren't the primary focus and receive no closure.",12 Years a Slave
Richard Propes,It seems impossible to think of anyone turning in as fine a performance as Ejiofor does here.,12 Years a Slave
Stephen A. Russell,"It may have taken its time to daunder down under, garnering plenty of awards buzz behind it, but late January finally saw Steve McQueen's impeccably crafted slavery epic hit our shores, and boy was the eventual Best Picture Oscar-winner worth the wait.",12 Years a Slave
Allen Almachar,"An incredible story of a man who clung to the hope of returning to his family, and used it to push away the horrible world he was forced into.",12 Years a Slave
Dennis Harvey,"One of the 1980s greatest sci-fi films—or greatest films, period.",Blade Runner
Pauline Kael,"This movie loses track of the few expectations it sets up, and the formlessness adds to a viewer's demoralization -- the film itself seems part of the atmosphere of decay.",Blade Runner
Howard Waldstein,"Rutger Hauer's ""tears in the rain"" monologue is just about the greatest science-fiction monologue to ever exist.",Blade Runner
Anton Bitel,"Rick Deckard (Harrison Ford), the ‘blade runner’ assigned to hunt them down, is a noirish antihero – really little more than a slave catcher and cold-blooded assassin – with his own humanity being repeatedly called into question.",Blade Runner
Sean Axmaker,"It’s an overwhelming, immersive experience, a total creation of a possible future so complete that you don’t need exposition to know how we got from here (whether release date 1982 or whenever you manage to see it) to there (Scott’s 2019).",Blade Runner
John Brosnan,A masterpiece.,Blade Runner
Brian Eggert,"Philip K. Dicks frequent exploration of perceived realities that begin to breakdown upon inspection, and thus define the fragile, shattered nature of existence and humanity, is brought to awe-inspiring life through Blade Runner.",Blade Runner
Peter Stack,"A disjointed, implausible sci-film so trapped in photographic maneuvers that it's lifeless.",Blade Runner
Ginger Varney,"One of the more imaginative and less realized movies of this or any year. Scott directs as if he were a doctor about to deliver some giant conception, and never once notices that this mountain of a movie is giving birth to little more than a mouse.",Blade Runner
Scott Cain,"Ridley Scott ought to be a set decorator, rather than a director. In Blade Runner, he loses sight of the story while devoting all his attention to decor and lighting. The decor and lighting, it must be admitted, are stupendous.",Blade Runner
Don Shanahan,Some of us saw it and loved it early. Some of us saw it later in life or in broken forms before coming to love or respect it.,Blade Runner
Sarah Brinks,"If a machine thinks independently, feels, and even loves, is it alive? How do we decide who/what deserves a chance at life and freedom? Blade Runner doesn't answer those questions...but it does make you think.",Blade Runner
Fico Cangiano,"Without a doubt a seminal film for the science fiction genre. Ahead of its time, Ridley Scott gave us a visually stunning, mind-bending and soul-searching masterpiece. [Full review in Spanish]",Blade Runner
Jay Boyar,"Everything, from the punkish clothing to the compact gadgetry, comments wittily on the present while also establishing a coherent future.",Blade Runner
Mike Massie,The set designs and overall look of the film are nothing short of inspired.,Blade Runner
Allen Almachar,"This is one of the great visions ever put on screen, a massive and formative illustration of world building.",Blade Runner
Tom Meek,"The score by Vangelis amplifies the emotion of every scene seamlessly, and enough can't be said about the production design by Lawrence G. Paull and visual effects by Douglas Trumbull.",Blade Runner
Kathi Maio,"Visual flair, philosophical substance, and kick-ass action can come together to make an entertaining and artistically compelling movie. Blade Runner proved that.",Blade Runner
Zaki Hasan,"Still profound 18 years after its sell-by date, Blade Runner remains worthy of acclaim and analysis even as it exists in a ""future"" with very little resemblance to the one that came to pass.",Blade Runner
Diego Galán,Blade Runner at times seems more like a television advertisement than a serious movie. [Full Review in Spanish],Blade Runner
Matt Brunson,Utterly charming.,Before Sunrise
Grant Watson,One of the truly great American films of the 1990s.,Before Sunrise
Keith Garlington,You believe in the characters and you believe in their romance...,Before Sunrise
Anthony Lane,The charm—the midsummer enchantment—never feels forced; it steals up and wins you. A true romance.,Before Sunrise
Nicholas Bell,"Capturing an effervescent mixture of the mid-90s, it's a striking, authentic observation of two people experiencing a romantically charged connection which would come to erode and inform the shape of their future.",Before Sunrise
David Harris,There are so many perfect moments in this film; it is hard to list them without excluding others.,Before Sunrise
PJ Nabarro,"What a film like Before Sunrise champions is that some of the most meaningful moments in our lives can be sensual and ephemeral: a look, a touch, a feeling, a few short hours.",Before Sunrise
Dan Chiasson,"The films have always been about the marvels and limitations of impersonation, since behind Jesse and Céline we see Hawke and Delpy, celebrities whose stars were bright already in the first film and have intensified, owing partly to this series...",Before Sunrise
Allyson Johnson,"There's a vulnerable undercurrent beneath this film, one that beats and throbs with the stolen looks, brief touches and romantic under-the-stars kisses.",Before Sunrise
David Nusair,Undoubtedly one of the most romantic movies of all time...,Before Sunrise
Josh Larsen,...a bittersweet celebration of romantic frisson - the notion that our most precious moments of connection are often the fleeting ones.,Before Sunrise
Elliot Panek,"Two strangers quickly fall in love, discuss big ideas.",Before Sunrise
Jeffrey Overstreet,Linklater captures romance at the sunset of gadget-free existence ... holy moments when no gadget or lens comes between us and our immediate company and surroundings.,Before Sunrise
Tim Brayton,"The combination of optimism, tragedy, and the fuzzy warmth of new love is absolutely flawless.",Before Sunrise
Owen Gleiberman,,Before Sunrise
Dan Jardine,"the film asks us to consider the very nature and purpose of our existence in a fragmentary, superficial and transient universe.",Before Sunrise
Gabe Leibowitz,"Linklater hasn't just crafted a detached portrait of a unique couple: he's painting a masterful examination of human nature, of that relationship we all want, but too often sadly see slip away.",Before Sunrise
Felix Vasquez Jr.,"A thought-provoking, likable, entertaining, beautiful, and well-acted piece of romance...",Before Sunrise
John A. Nesbit,Acting tour de force that feels exceptionally real,Before Sunrise
Eric Melin,,Before Sunrise
Josh Larsen,The Passion of the Heston.,Ben-Hur
Mark Johnson,"Ben-Hur remains one of the greatest stories ever told. The antagonizing journey of the main protagonist, incredible cast of thousands, elaborate set designs, and one of the greatest sequences in film history, Ben-Hur is one of the most influential films.",Ben-Hur
Dilys Powell,"[The filmmakers] can't give it an imaginative size to match its physical size... Nevertheless if we must have films of this kind, this is the one to have.",Ben-Hur
James Wegg,Death by spectacle,Ben-Hur
Victor Pineyro,"62 years later, there's not much to say more than this is; an absolute masterpiece. What was accomplished narratively and technically all those years ago is a work of film geniuses. [Full review in Spanish]",Ben-Hur
Mike Massie,"Perhaps best known for the intensely climactic and lengthy chariot race, resulting in urban legend stuntmen deaths and one of the most widely recognized sequences ever filmed.",Ben-Hur
Juan Luis Caviaro,"One of Wyler's greatest achievements is the way he portrays Jesus Christ, made with elegance and genius. [Full Review in Spanish]",Ben-Hur
Dwight MacDonald,"Watching it was like waiting at a railroad crossing while an interminable freight train lumbers past, often stopping completely for a while.",Ben-Hur
Rachel Wagner,The chariot race still holds up.,Ben-Hur
Jack Harrison,William Wyler never lets spectacle and size interfere with the elemental passions and conflicts of his human story. The spectacular aspects emerge naturally from the story -- the time and place and the customs of the society in which the characters live.,Ben-Hur
James Berardinelli,"Clocking in at three hours forty-two minutes, Ben-Hur overstays its welcome. Still, despite scenes that occasionally run too long, the movie doesn't start to drag until after the chariot race and many of the early scenes are engaging.",Ben-Hur
Tim Brayton,"The most egregiously boring movie ever graced with the Best Picture Oscar... though in fairness, egregious boredom is one of the cornerstones of the Bible epic genre.",Ben-Hur
Cole Smithey,[VIDEO ESSAY] It's worth sitting through four hours of Charlton Heston's hammy pregnant pauses of strained dialogue and toothy grimaces just to savor the legendary larger-than-life marathon where single rider chariots...,Ben-Hur
Martin Chilton,"Although it is a spectacle film, the story of how a man takes on the tyranny of the Romans, with all sorts of horrible consequences to himself and his family, is powerful and gripping.",Ben-Hur
Renee Schonfeld,"1959 Biblical epic has fierce blood-spilling, cruelty.",Ben-Hur
Glenn Dunks,"At 212 minutes it is far too long, and large swathes of the action appear redundant or unnecessary. ""Bigger than Ben-Hur!"" they say. That may not be a compliment.",Ben-Hur
Peter Freedman,"Some critics believe that William Wyler's box-office smash is no match for the 1925 silent version, but there's no denying that the race that forms the famous climax is one of the most iconic sequences in Hollywood history.",Ben-Hur
Total Film Staff,"Epic in both length and stature, Ben-Hur goes on for-bloody-ever... but the action set-pieces remain unrivalled, even in the age of CGI.",Ben-Hur
R.L. Shaffer,"A masterpiece of epic filmmaking, a profound religious experience and one of the greatest films ever made.",Ben-Hur
Phil Hall,There is no reason to feel guilty about not loving this mammoth epic.,Ben-Hur
Christopher Connor,"It’s not hard to see why The Grand Budapest Hotel has gleaned such love over the past seven years. It is a perfect encapsulation of the best of Anderson’s works, with its fast-paced dialogue and candy coloured visual palette",The Grand Budapest Hotel
Cory Woodroof,"Perhaps the filmmaker’s most culturally relevant works, The Grand Budapest Hotel saw Anderson flex his production design chops as hard as he ever had.",The Grand Budapest Hotel
Vadim Rizov,"...a variety of post-production work is highlighted, from color correction of the typically fastidiously coordinated hotel to the mechanics of the dizzying climactic downhill mountain chase...",The Grand Budapest Hotel
Edward Porter,Wes Anderson blends his trademark fanciness with a more rompish style of humour than usual.,The Grand Budapest Hotel
Keith Garlington,It definitely comes more into focus the more times you see it.,The Grand Budapest Hotel
Brian Eggert,"Even from a single viewing, an audience knows they have seen what surely must be one of Anderson's best works to date.",The Grand Budapest Hotel
Calum Baker,"Wes Anderson's bright, meticulous style reaches its most complete expression in this painfully poignant period comedy.",The Grand Budapest Hotel
Sean Axmaker,"It's is an adventure, a murder mystery, an old-world tale, a storybook fable, and a sinister conspiracy. But under the cake-frosting colors and period gilt is a bittersweet story about a way of life hanging on in a world modernizing and passing it by...",The Grand Budapest Hotel
Dan Bayer,"Something this exciting to look at and listen to, something this light and entertaining, shouldn’t leave a viewer so unsatisfied.",The Grand Budapest Hotel
Therese Lacson,It is a gorgeous movie; both comedic as well as emotional until the very last moment. Another great film by Anderson.,The Grand Budapest Hotel
Sophie Charara,This is Wes at his most over-the-top and accessible - somehow simultaneously.,The Grand Budapest Hotel
Kanishk Devgan,"Amongst the whole spread of frequent Anderson collaborators, it is Ralph Fiennes, in the spotlight, who makes the most of every second he has on-screen. The end result is a flurry of cotton candy feelings.",The Grand Budapest Hotel
Richard Crouse,"Wes Anderson finds a balance between his highly stylized artistic vision, story and heart.",The Grand Budapest Hotel
Mike Massie,"No one crafts characters, worlds, and stories quite like Wes Anderson.",The Grand Budapest Hotel
Jordan M. Smith,"The film's wholly fictionalized history and its meticulously composed imagery overlay the darkest thematic innards the filmmaker has yet composed, near-seamlessly melding its war-torn heart with a Mendl's sugary coating.",The Grand Budapest Hotel
Richard Propes,It is a film best experienced with a heart and mind fully open.,The Grand Budapest Hotel
Stephen A. Russell,"There's a tantalising darkness just beneath the surface of Anderson's trademark whacky whimsy in his latest offering, The Grand Budapest Hotel, making it one of the year's most unforgettable films",The Grand Budapest Hotel
Joanne Laurier,"Wes Anderson's newest film, The Grand Budapest Hotel, is a stylish, fantastical film, sometimes comic and sometimes tragic in its re-imagining...",The Grand Budapest Hotel
Yasser Medina,"At 45 the Wes Anderson metaphor reaches its peak and is still more polymorphic than ever. 'The Grand Budapest Hotel' is another eccentricity of its world, where tragicomedy wraps itself of dreams without the need to wake up. [Full review in Spanish]",The Grand Budapest Hotel
Adam Kempenaar,"""Times have changed."" It's an elemental Wes Anderson lament...",The Grand Budapest Hotel
Pauline Kael,"Barry Lyndon indicates that Kubrick is thinking through his camera, and that's not really how good movies get made.",Barry Lyndon
Kat Halstead,"It's not laugh-out-loud funny, but there's a dry wit at play that adds a kind of comedy of manners element to the epic drama about a man at once casually unassuming but unwaveringly ambitious.",Barry Lyndon
Christopher Connor,"Make no mistake, Barry Lyndon is one of Stanley Kubrick’s finest films, its status as a less celebrated offering perhaps coming as the result of its position of release being between the vastly more popular A Clockwork Orange and The Shining.",Barry Lyndon
Steve Warren,"It may be the most beautifully photographed movie in history, but that's all it is.",Barry Lyndon
Zita Short,This is the sort of scathing indictment that we rarely see in films and in a time when we don’t trust politicians it seems like Barry Lyndon speaks to modern voters who feel completely disillusioned with the politicians who are meant to represent them.,Barry Lyndon
Michael Bronski,It is beautiful but cold.,Barry Lyndon
Rachel Wagner,"I can see why it won Oscars for score, costumes, art direction and cinematography. All of that is exemplary and very well done",Barry Lyndon
Scott Tompkins,[Barry Lyndon] ends up as little more than an 18th century travelogue. The film proves that technical perfection for the sake of technical perfection is meaningless.,Barry Lyndon
Brian Eggert,"A film that best defines Kubrick's intellect, antisocial withdrawal, and obsessive tenure as a filmmaker, Barry Lyndon is also masterful, technically precise, and narratively complex.",Barry Lyndon
Matt Brunson,"While many consider it brilliant, others find it about as exciting as folding socks.",Barry Lyndon
Nicholas Bell,It is perhaps one of the most revolutionary examples of art-house auteur cinema before or since.,Barry Lyndon
David A. Nardozzi,"Barry Lyndon is exuberant, an exhilarating interplay of comedy, romance, battle, and poignancy.",Barry Lyndon
