adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",http://www.inglouriousbasterds-movie.com/,16869,tt0361748,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",16.89564,/ai0LXkzVM3hMjDhvFdKMUemoBe.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'A Band Apart', 'id': 59}, {'name': 'The Weinstein Company', 'id': 308}, {'name': 'Zehnte Babelsberg', 'id': 6817}, {'name': 'Visiona Romantica', 'id': 6818}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-18,319131050.0,153.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,False,7.9,6598.0
False,,175000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",http://disney.go.com/disneypictures/up/,14160,tt1049413,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",19.330884,/nk11pvocdb5zbFhX5oq5YiLPYMo.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-13,735099082.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Up,False,7.8,7048.0
False,,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",http://www.elsecretodesusojos.com,25376,tt1305806,es,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,11.251632,/z2mUzEqDi7DtA1E4mYzVjbzXnqE.jpg,"[{'name': '100 Bares', 'id': 5517}, {'name': 'Haddock Films S.R.L.', 'id': 5623}, {'name': 'Instituto Nacional de Cine y Artes Audiovisuales (INCAA)', 'id': 6458}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Tornasol Films', 'id': 7680}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Ministerio de Cultura', 'id': 11408}, {'name': 'Instituto de Crédito Oficial (ICO)', 'id': 11427}, {'name': 'Televisión Federal (Telefe)', 'id': 21915}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2009-08-13,33965843.0,129.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Secret in Their Eyes,False,7.8,638.0
False,,590235,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.maryandmax.com/,24238,tt0978762,en,Mary and Max,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?",8.888393,/k0lQISUC4NuvKYasJn59JHc2rla.jpg,"[{'name': 'icon', 'id': 4096}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2009-02-09,1725381.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'yi', 'name': ''}]",Released,Sometimes perfect strangers make the best friends.,Mary and Max,False,7.8,596.0
False,,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,28178,tt1028532,en,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,8.621359,/3MpVmIg6CgOCUrZ2TZ2P0yitCbM.jpg,"[{'name': 'Grand Army Entertainment', 'id': 1843}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Inferno Distribution', 'id': 11278}, {'name': 'Stage 6 Films', 'id': 11341}, {'name': 'Hachiko', 'id': 66327}, {'name': 'Opperman Viner Chrystyn Entertainment', 'id': 66328}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-13,47801389.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,"A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,False,7.7,1769.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,4579,tt0068688,en,Heat,"Former child star Joe Davis (Joe Dallesandro), reduced to living in a cheap Hollywood motel while struggling for acting jobs, is lusted after by nearly every woman he meets, including Jessica Todd (Andrea Feldman), a tightly wound feminist who has recently come out as a lesbian. When Jessica's mother, Sally (Sylvia Miles), an emotionally needy has-been actress, meets Joe, she moves him into her enormous, tacky mansion as her new boy toy and attempts to get him acting work.",0.466019,/l6xBVdKfjteFnQucRRJoyIRJOkm.jpg,"[{'name': 'Andy Warhol Productions', 'id': 10001}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-10-06,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Heat,False,6.3,6.0
False,,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://idiotsacademy.zapak.com/idiotsmain.php,20453,tt1187043,hi,3 Idiots,"In the tradition of “Ferris Bueller’s Day Off” comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",7.675621,/wbE5SRTZFtQxgj2nIo4HJpQDk0k.jpg,"[{'name': 'Vidhu Vinod Chopra Productions', 'id': 3781}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2009-12-23,70000000.0,170.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Don't BE A STUPID BE AN I.D.I.O.T.,3 Idiots,False,7.8,850.0
False,,80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",http://www.shutterisland.com/,11324,tt1130884,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",15.813629,/aZqKsvpJDFy2UzUMsdskNFbfkOd.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Appian Way', 'id': 562}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Sikelia Productions', 'id': 23243}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-18,294804195.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Someone is missing.,Shutter Island,False,7.8,6559.0
False,"{'id': 89137, 'name': 'How to Train Your Dragon Collection', 'poster_path': '/nJ7ud7XWnNCnGfRQUkUp2t17Sq3.jpg', 'backdrop_path': '/mvcfPkOvgDJG2lEAxTz0NKqoQLo.jpg'}",165000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://www.howtotrainyourdragon.com/,10191,tt0892769,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",14.416681,/3itnFVfx74ccUayMcywRHR8LLSd.jpg,"[{'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Mad Hatter Entertainment', 'id': 20154}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-05,494878759.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One adventure will change two worlds,How to Train Your Dragon,False,7.5,4319.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,12219,tt0118528,en,12 Angry Men,"During the trial of a man accused of his father's murder, a lone juror takes a stand against the guilty verdict handed down by the others as a result of their preconceptions and prejudices. The film is adapted by Reginald Rose from his own 1957 film version (directed by Sidney Lumet) and from the Westinghouse One television production that predated it. George C. Scott won a Golden Globe for his supporting role; righteous juror Jack Lemmon was denied such an honor for Best Actor, but recipient Ving Rhames (for Don King) dedicated his award to Lemmon.",3.679263,/ffPbzJWPUnextP5EP7SqYl3YBMY.jpg,"[{'name': 'MGM Television', 'id': 2230}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-08-17,0.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,12 Angry Men,False,7.5,59.0
False,"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}",200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",http://disney.go.com/toystory/,10193,tt0435761,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",16.96647,/mMltbSxwEdNE4Cv8QYLpzkHWTDo.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-16,1066969703.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,No toy gets left behind.,Toy Story 3,False,7.6,4710.0
False,,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",http://inceptionmovie.warnerbros.com/,27205,tt1375666,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-07-14,825532764.0,148.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your mind is the scene of the crime.,Inception,False,8.1,14075.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,47508,tt0016544,en,The Wizard of Oz,"Toymaker tells a bizarre story about how the Land of Oz was ruled by Prince Kynd, but he was overthrown by Prime Minister Kruel. Dorothy learns from Aunt Em that fat, cruel Uncle Henry is not her uncle, and gives her a note due on her eighteenth birthday, which reveals she is actually Princess Dorothea of Oz, and is supposed to marry Prince Kynd. She, Uncle Henry , and two farmhands are swept to Oz by a tornado. Snowball, a black farmhand soon joins them after a lightning bolt chases him into the sky. They land in Oz, where the farmhands try to avoid capture. Semon becomes a scarecrow, Hardy briefly disguises himself as a Tin Woodman, and Snowball is given a Lion suit by the Wizard, which he uses to scare the Pumperdink guards. Written by Scott Hutchins",0.41048,/cPJRF8hC3tIqpRtffhgQ24YOO3g.jpg,"[{'name': 'Chadwick Pictures Corporation', 'id': 48490}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-01-01,0.0,81.0,[],Released,,The Wizard of Oz,False,5.8,8.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,114333,tt0060223,es,La caza,"Three men go hunting rabbits during a hot day. Heat and talking about events happened in the past make them angry, until they go totally crazy.",0.298873,/wiKMR86cRrJQMRCFM3dLLHxtm2t.jpg,"[{'name': 'Elías Querejeta Producciones Cinematográficas S.L.', 'id': 12009}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1966-11-07,0.0,91.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Hunt,False,7.0,8.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,36373,tt0043766,en,M,"Remake of the 1931 original. In the city, someone is murdering children. The Police search is so intense, it is disturbing the 'normal' criminals, and the local hoods decide to help find the murderer as quickly as possible.",2.006075,/GxtKaA35ydbAcwhCiRw6jZ1YAe.jpg,"[{'name': 'Superior Pictures', 'id': 4532}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1951-03-01,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most gripping motion picture you've ever seen!,M,False,6.2,11.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,174958,tt0010208,en,Harakiri,"The Buddah priest wants the Daughter of the Daimyo to become a priest at the Forbidden Garden. The Daimyo thinks, if he was in Europe, that his daughter should decide on her own, but he is denuciated and has to comit harakiri. She meets Olaf, falls in love and marries him but after a few months he has to return to Europe. She gave birth to a child and is waiting for him, while he marries in Europe. When he comes back to Japan 4 years later, he is accompained by his European wife...",0.480186,/2CM8akcO9ZEs2ynXdvr0ZMINUTp.jpg,"[{'name': 'Decla-Bioscop AG', 'id': 6762}, {'name': 'Decla-Film-Gesellschaft Holz & Co.', 'id': 44382}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1919-12-18,0.0,80.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Harakiri,False,6.5,4.0
False,,6800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 9648, 'name': 'Mystery'}]",http://www.sonyclassics.com/incendies/,46738,tt1255953,fr,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",8.596012,/sEUG3qjxwHjxkzuO7plrRHhOZUH.jpg,"[{'name': 'TS Productions', 'id': 313}, {'name': 'Micro scope', 'id': 7272}, {'name': 'Phi Group', 'id': 7273}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2010-09-04,7103838.0,130.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The search began at the opening of their mother's will.,Incendies,False,7.9,496.0
False,"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",125000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",http://www.harrypotter.com,12445,tt1201607,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",24.990737,/fTplI1NCSuEDP4ITLcTps739fcC.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-07-07,1342000000.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It all ends here.,Harry Potter and the Deathly Hallows: Part 2,False,7.9,6141.0
False,,25000000,"[{'id': 18, 'name': 'Drama'}]",http://thehelpmovie.com/#/splash,50014,tt1454029,en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",7.486118,/6u85CuvnbrzWMhKbGk4Bm5RnO3V.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Participant Productions', 'id': 2030}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-08-09,124272124.0,146.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Change begins with a whisper.,The Help,False,7.9,1966.0
False,,800000,"[{'id': 18, 'name': 'Drama'}]",,60243,tt1832382,fa,جدایی نادر از سیمین,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,7.939625,/hMQXRvVmlo52rSZjehkBU42ljue.jpg,"[{'name': 'Asghar Farhadi Productions', 'id': 84797}, {'name': 'Dreamlab Films', 'id': 84798}, {'name': 'MPA APSA Academy Film Fund', 'id': 84799}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2011-03-15,0.0,123.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,"Ugly truth, sweet lies.",A Separation,False,7.8,474.0
False,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",http://www.warriorfilm.com/index2.html,59440,tt1291584,en,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",13.121626,/qzeShckQ34eJJFQ24dTx9QI8kcS.jpg,"[{'name': 'Solaris Film', 'id': 1001}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Mimran Schur Pictures', 'id': 6573}, {'name': 'Filmtribe', 'id': 12425}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-09,23057115.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fight for Family,Warrior,False,7.7,1297.0
False,"{'id': 479888, 'name': 'The Thing Collection', 'poster_path': '/9O8LH1fyDNIR26UdtQK4NLGbvLI.jpg', 'backdrop_path': '/lUPruOqjDhZrCKz9Ze2tCufPxHR.jpg'}",35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.uphe.com/movies/the-thing-2011,60935,tt0905372,en,The Thing,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",10.169411,/a2Cme25fHcSdIQ2wW6aWmE4owUI.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2011-10-12,28128670.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'da', 'name': 'Dansk'}]",Released,It's Not Human. Yet.,The Thing,False,6.0,876.0
False,"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', 'backdrop_path': '/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg'}",250000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.thedarkknightrises.com/,49026,tt1345836,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",20.58258,/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-16,1084939099.0,165.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Legend Ends,The Dark Knight Rises,False,7.6,9263.0
False,,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,77338,tt1675434,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,16.086919,/4mFsNQwbD0F237Tx7gAPotd0nbJ.jpg,"[{'name': 'Gaumont', 'id': 9}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Quad Productions', 'id': 7038}, {'name': 'Chaocorp', 'id': 7766}, {'name': 'Ten Films', 'id': 8018}, {'name': 'TF1', 'id': 22123}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-11-02,426480871.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Sometimes you have to reach into someone else's world to find out what's missing in your own.,The Intouchables,False,8.2,5410.0
False,,3800000,"[{'id': 18, 'name': 'Drama'}]",,103663,tt2106476,da,Jagten,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.462801,/hD42EDHLap5UVmv9CZrUiTxH3rY.jpg,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'Eurimages', 'id': 850}, {'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Nordisk Film- & TV-Fond', 'id': 8555}, {'name': 'Film Väst', 'id': 74636}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2012-08-28,16800000.0,115.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The lie is spreading.,The Hunt,False,7.9,946.0
False,,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",http://unchainedmovie.com/,68718,tt1853728,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",19.785025,/5WJnxuw41sddupf8cwOxYftuvJG.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'The Weinstein Company', 'id': 308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-12-25,425368238.0,165.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,False,7.8,10297.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}]",,84834,tt0070000,en,Double Indemnity,"A scheming wife lures an insurance investigator into helping murder her husband and then declare it an accident. The investigator's boss, not knowing his man is involved in it, suspects murder and sets out to prove it.",0.64384,/1gcKa4rgMqtYgcLQS7RW0r6TWPL.jpg,"[{'name': 'Universal TV', 'id': 537}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-10-13,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Double Indemnity,False,5.0,7.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,129507,tt1918886,hi,Joker,"In 1947 when the maps of India and Pakistan were being drawn, an oversight ensured that the village of Paglapur didn't find a place in either country. Over 60 years later, Paglapur is isolated, and in need of help. The residents seek help, but as a direct result of being left off the map, they find noone willing to accept Paglapur, and its problems, as their jurisdiction. The villagers decide they need to draw media attention to Paglapur, and in so doing, gain acceptance and help from those who had previously denied them.",0.966606,/ql1DUWjY6Y6zEbVFS83s20SBo8J.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2012-08-31,0.0,0.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Joker,False,3.3,10.0
False,,46000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://prisonersmovie.warnerbros.com/,146233,tt1392214,en,Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",11.96262,/yAhqW57pwMAsCgmZpM5zSIVQVTh.jpg,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Madhouse Entertainment', 'id': 12199}, {'name': '8:38 Productions', 'id': 18208}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-09-18,122126687.0,153.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every moment matters.,Prisoners,False,7.9,3183.0
